"ing","ingName","prodCode","prodDesc","prodTTY"
"2670","Codeine","249514","Acetaminophen 320 MG / Codeine 8 MG Oral Capsule","SCD"
"2670","Codeine","756247","Acetaminophen 32 MG/ML / Codeine 1.6 MG/ML Oral Solution","SCD"
"2670","Codeine","996968","Acetaminophen 300 MG / Codeine Phosphate 7.5 MG Oral Tablet","SCD"
"2670","Codeine","993892","Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet [Tylenol with Codeine]","SBD"
"2670","Codeine","993890","Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","996966","Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Capsule","SCD"
"2670","Codeine","993837","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine]","SBD"
"2670","Codeine","993822","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylagesic]","SBD"
"2670","Codeine","993767","Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Suspension [Capital and Codeine]","SBD"
"2670","Codeine","993783","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Phenco-Care]","SBD"
"2670","Codeine","996983","Acetaminophen 650 MG / Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","996965","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","993772","Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet [Tylenol with Codeine]","SBD"
"2670","Codeine","993770","Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet","SCD"
"2670","Codeine","430878","Acetaminophen 300 MG / Codeine 5.5 MG / Pseudoephedrine 40 MG Oral Tablet","SCD"
"2670","Codeine","314905","Acetaminophen 300 MG / Codeine 45 MG Oral Tablet","SCD"
"2670","Codeine","309445","Acetaminophen 300 MG / Codeine 15 MG Oral Capsule","SCD"
"2670","Codeine","432790","Acetaminophen 300 MG / Codeine 10 MG Oral Tablet","SCD"
"2670","Codeine","410219","Acetaminophen 300 MG / Codeine 10 MG Oral Capsule","SCD"
"2670","Codeine","484873","Acetaminophen 300 MG / Codeine 10 MG / Guaifenesin 100 MG / Phenylpropanolamine 25 MG Oral Tablet","SCD"
"2670","Codeine","250479","Acetaminophen 300 MG / Caffeine 50 MG / Codeine 8 MG Oral Tablet","SCD"
"2670","Codeine","1433802","Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine]","SBD"
"2670","Codeine","1431286","Acetaminophen 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","755718","Acetaminophen 30 MG/ML / Codeine 0.8 MG/ML Oral Solution","SCD"
"2670","Codeine","993796","Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Pyregesic]","SBD"
"2670","Codeine","1113062","Chlorcyclizine hydrochloride 5 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution","SCD"
"2670","Codeine","997507","Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet [Margesic #3]","SBD"
"2670","Codeine","995070","Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","995068","Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","995067","Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3.33 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","995065","Chlorpheniramine 0.222 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3.33 MG/ML Oral Suspension","SCD"
"2670","Codeine","995064","Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","995062","Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","995043","Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","995041","Chlorpheniramine 0.2 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine 3 MG/ML Oral Suspension","SCD"
"2670","Codeine","995040","Chlorpheniramine 0.15 MG/ML / Codeine Phosphate 1 MG/ML / Phenylephrine 0.5 MG/ML / Potassium Iodide 15 MG/ML Oral Solution [Pedituss]","SBD"
"2670","Codeine","995038","Chlorpheniramine 0.15 MG/ML / Codeine Phosphate 1 MG/ML / Phenylephrine 0.5 MG/ML / Potassium Iodide 15 MG/ML Oral Solution [Pediacof]","SBD"
"2670","Codeine","995036","Chlorpheniramine 0.15 MG/ML / Codeine Phosphate 1 MG/ML / Phenylephrine 0.5 MG/ML / Potassium Iodide 15 MG/ML Oral Solution [Demi-Cof]","SBD"
"2670","Codeine","756277","Chlorpheniramine 0.4 MG/ML / Codeine 2 MG/ML / iodinated glycerol 3 MG/ML Oral Solution","SCD"
"2670","Codeine","1113064","Chlorcyclizine hydrochloride 5 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution [Nasotuss]","SBD"
"2670","Codeine","313927","Chlorpheniramine 0.4 MG/ML / Codeine 2 MG/ML / Phenylephrine 2 MG/ML Oral Solution","SCD"
"2670","Codeine","1242558","Chlorcyclizine hydrochloride 2.5 MG/ML / Codeine Phosphate 1.8 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Statuss Green Reformulated Jan 2012]","SBD"
"2670","Codeine","1235862","Chlorcyclizine hydrochloride 2.5 MG/ML / Codeine Phosphate 1.8 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","1113053","Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution [Notuss-NX]","SBD"
"2670","Codeine","1113051","Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution","SCD"
"2670","Codeine","1113050","Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Notuss-NXD]","SBD"
"2670","Codeine","1113048","Chlorcyclizine hydrochloride 1.88 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","997005","Calcium iodide 30.4 MG/ML / Codeine Phosphate 1.68 MG/ML Oral Solution","SCD"
"2670","Codeine","995026","Caffeine 5 MG/ML / Codeine Phosphate 2 MG/ML / Pheniramine 2.6 MG/ML / Phenylephrine 0.8 MG/ML / Sodium Salicylate 16.6 MG/ML Oral Solution [Tussirex]","SBD"
"2670","Codeine","995024","Caffeine 5 MG/ML / Codeine Phosphate 2 MG/ML / Pheniramine 2.6 MG/ML / Phenylephrine 0.8 MG/ML / Sodium Salicylate 16.6 MG/ML Oral Solution","SCD"
"2670","Codeine","997306","butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","1356809","Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet [BroveX CB]","SBD"
"2670","Codeine","1356807","Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet","SCD"
"2670","Codeine","1356806","Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Brovex PBC]","SBD"
"2670","Codeine","995034","Chlorpheniramine 0.15 MG/ML / Codeine Phosphate 1 MG/ML / Phenylephrine 0.5 MG/ML / Potassium Iodide 15 MG/ML Oral Solution","SCD"
"2670","Codeine","995075","Chlorpheniramine Maleate 0.25 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 0.375 MG/ML Oral Suspension","SCD"
"2670","Codeine","995116","Chlorpheniramine Maleate 0.333 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","995110","Chlorpheniramine Maleate 0.333 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","995108","Chlorpheniramine Maleate 0.333 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension","SCD"
"2670","Codeine","995095","Chlorpheniramine Maleate 0.286 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","995093","Chlorpheniramine Maleate 0.286 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","995088","Chlorpheniramine Maleate 0.286 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","995086","Chlorpheniramine Maleate 0.286 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension","SCD"
"2670","Codeine","995084","Chlorpheniramine Maleate 0.267 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","995082","Chlorpheniramine Maleate 0.267 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","995081","Chlorpheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","995079","Chlorpheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension","SCD"
"2670","Codeine","995073","Chlorpheniramine Maleate 0.25 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","755546","Chlorpheniramine 0.3 MG/ML / Codeine 1.6 MG/ML / Phenylephrine 0.9 MG/ML Oral Solution","SCD"
"2670","Codeine","995077","Chlorpheniramine Maleate 0.25 MG/ML / Codeine Phosphate 1 MG/ML / Pseudoephedrine Hydrochloride 0.375 MG/ML Oral Suspension [Zodryl DAC]","SBD"
"2670","Codeine","1356800","Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet","SCD"
"2670","Codeine","410902","Chlorpheniramine 8 MG / Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","995216","Chlorpheniramine 4 MG / Codeine Phosphate 20 MG Oral Tablet [Cotab AX]","SBD"
"2670","Codeine","995214","Chlorpheniramine 4 MG / Codeine Phosphate 20 MG Oral Tablet","SCD"
"2670","Codeine","995213","Chlorpheniramine 4 MG / Codeine Phosphate 10 MG Oral Tablet [Cotab A]","SBD"
"2670","Codeine","995211","Chlorpheniramine 4 MG / Codeine Phosphate 10 MG Oral Tablet","SCD"
"2670","Codeine","995210","Chlorpheniramine 1 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 4 MG/ML / Phenylpropanolamine 4 MG/ML Oral Solution [T Koff]","SBD"
"2670","Codeine","995206","Chlorpheniramine 1 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 4 MG/ML / Phenylpropanolamine 4 MG/ML Oral Solution","SCD"
"2670","Codeine","995199","Chlorpheniramine 0.8 MG/ML / Codeine Phosphate 4 MG/ML Extended Release Suspension [Codeprex]","SBD"
"2670","Codeine","995197","Chlorpheniramine 0.8 MG/ML / Codeine Phosphate 4 MG/ML Extended Release Suspension","SCD"
"2670","Codeine","243136","Chlorpheniramine 0.8 MG/ML / Codeine 2 MG/ML Oral Solution","SCD"
"2670","Codeine","309486","Chlorpheniramine 0.8 MG/ML / Codeine 2 MG/ML Extended Release Suspension","SCD"
"2670","Codeine","825193","Chlorpheniramine 0.8 MG/ML / Codeine 2 MG/ML / Pseudoephedrine 12 MG/ML Oral Solution","SCD"
"2670","Codeine","756276","Chlorpheniramine 0.4 MG/ML / Codeine 2 MG/ML / Phenylpropanolamine 3.75 MG/ML Oral Solution","SCD"
"2670","Codeine","995071","Chlorpheniramine Maleate 0.25 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension","SCD"
"2670","Codeine","996988","Aspirin 300 MG / Codeine Phosphate 8 MG Oral Tablet","SCD"
"2670","Codeine","997520","Aspirin 325 MG / Codeine Phosphate 60 MG Oral Tablet [Empirin with Codeine]","SBD"
"2670","Codeine","996994","Aspirin 325 MG / Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","996991","Aspirin 325 MG / Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","996989","Aspirin 325 MG / Codeine Phosphate 15 MG Oral Tablet","SCD"
"2670","Codeine","247372","Aspirin 325 MG / Codeine 8 MG Oral Tablet","SCD"
"2670","Codeine","994228","Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet [Soma Compound with Codeine]","SBD"
"2670","Codeine","994226","Aspirin 325 MG / Carisoprodol 200 MG / Codeine Phosphate 16 MG Oral Tablet","SCD"
"2670","Codeine","997523","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fiortal with Codeine]","SBD"
"2670","Codeine","994277","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fiorinal with Codeine]","SBD"
"2670","Codeine","994239","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Ascomp]","SBD"
"2670","Codeine","994237","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule","SCD"
"2670","Codeine","309477","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 7.5 MG Oral Capsule","SCD"
"2670","Codeine","1356804","Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet","SCD"
"2670","Codeine","309450","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 15 MG Oral Capsule","SCD"
"2670","Codeine","309454","Aspirin 389 MG / Caffeine 32 MG / Codeine 16 MG Oral Tablet","SCD"
"2670","Codeine","314986","Aspirin 200 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 30 MG Oral Tablet","SCD"
"2670","Codeine","806877","Aspirin 200 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","996763","anhydrous calcium iodide 30.4 MG/ML / Codeine Phosphate 1.68 MG/ML Oral Solution [Calcidrine]","SBD"
"2670","Codeine","996761","anhydrous calcium iodide 30.4 MG/ML / Codeine Phosphate 1.68 MG/ML Oral Solution","SCD"
"2670","Codeine","756250","Ammonium Chloride 8 MG/ML / Chlorpheniramine 0.8 MG/ML / Codeine 2 MG/ML / Phenylephrine 2 MG/ML Oral Solution","SCD"
"2670","Codeine","997518","Ammonium Chloride 6.66 MG/ML / Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.97 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Rolatuss]","SBD"
"2670","Codeine","996987","Ammonium Chloride 6.66 MG/ML / Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.97 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution","SCD"
"2670","Codeine","309446","Aluminum Hydroxide 75 MG / Aspirin 325 MG / Codeine 15 MG / Magnesium Hydroxide 75 MG Oral Tablet","SCD"
"2670","Codeine","434534","Aconite 0.1 MG / Codeine 0.2 MG / Erysimum preparation 8 MG Oral Lozenge","SCD"
"2670","Codeine","1147496","Acetaminophen 97.2 MG / Aspirin 227 MG / Caffeine 32.4 MG / Codeine Phosphate 1 MG / salicylamide 32.4 MG Oral Tablet [Rid-A-Pain]","SBD"
"2670","Codeine","1147492","Acetaminophen 97.2 MG / Aspirin 227 MG / Caffeine 32.4 MG / Codeine Phosphate 1 MG / salicylamide 32.4 MG Oral Tablet","SCD"
"2670","Codeine","1012164","Acetaminophen 650 MG / Codeine Phosphate 60 MG Oral Tablet [Cocet]","SBD"
"2670","Codeine","995118","Chlorpheniramine Maleate 0.333 MG/ML / Codeine Phosphate 1 MG/ML Oral Suspension [Zodryl AC]","SBD"
"2670","Codeine","309472","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine 30 MG Oral Tablet","SCD"
"2670","Codeine","996998","Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML Oral Solution","SCD"
"2670","Codeine","994220","Acetaminophen 650 MG / Codeine Phosphate 30 MG Oral Tablet [Vopac]","SBD"
"2670","Codeine","1356799","Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Brovex PBC]","SBD"
"2670","Codeine","1356797","Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet","SCD"
"2670","Codeine","1308440","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution [Nalex AC]","SBD"
"2670","Codeine","1359017","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution [Poly-Histine CS]","SBD"
"2670","Codeine","1359015","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution [Myphetane DC]","SBD"
"2670","Codeine","1357404","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution [Dimetane DC]","SBD"
"2670","Codeine","1359013","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution [Bromanate DC]","SBD"
"2670","Codeine","1357402","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Phenylpropanolamine Hydrochloride 2.5 MG/ML Oral Solution","SCD"
"2670","Codeine","1098893","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Guaifenesin 40 MG/ML Oral Solution","SCD"
"2670","Codeine","994404","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Mar-cof BP]","SBD"
"2670","Codeine","994402","Brompheniramine Maleate 0.4 MG/ML / Codeine Phosphate 1.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","994291","Brompheniramine Maleate 0.27 MG/ML / Codeine Phosphate 1.27 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution [M-End WC]","SBD"
"2670","Codeine","309473","Aspirin 380 MG / Caffeine 30 MG / Codeine 30 MG Oral Capsule","SCD"
"2670","Codeine","755579","Brompheniramine 0.4 MG/ML / Codeine 2 MG/ML / Phenylephrine 1 MG/ML Oral Solution","SCD"
"2670","Codeine","1356802","Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet [BroveX CB]","SBD"
"2670","Codeine","104914","Aspirin 400 MG / Codeine 8 MG Oral Tablet","SCD"
"2670","Codeine","249626","Aspirin 500 MG / Codeine 8 MG Oral Tablet","SCD"
"2670","Codeine","245405","Aspirin 650 MG / Codeine 30 MG Oral Tablet","SCD"
"2670","Codeine","755530","Benzoic Acid 12 MG/ML / Codeine 1.1 MG/ML Oral Solution","SCD"
"2670","Codeine","994289","Brompheniramine Maleate 0.27 MG/ML / Codeine Phosphate 1.27 MG/ML / Pseudoephedrine Hydrochloride 2 MG/ML Oral Solution","SCD"
"2670","Codeine","1294358","Bromodiphenhydramine hydrochloride 2.5 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution [Ambenyl]","SBD"
"2670","Codeine","1244921","Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML Oral Solution [M-End PE]","SBD"
"2670","Codeine","309414","Brompheniramine 0.8 MG/ML / Codeine 2 MG/ML / Phenylephrine 2 MG/ML Oral Solution","SCD"
"2670","Codeine","994833","Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution","SCD"
"2670","Codeine","1086634","Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Pluratuss]","SBD"
"2670","Codeine","994835","Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [Poly-Tussin AC]","SBD"
"2670","Codeine","994839","Brompheniramine 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine 1.5 MG/ML Oral Solution [TL-Hist CD]","SBD"
"2670","Codeine","314988","Aspirin 380 MG / Caffeine 30 MG / Codeine 30 MG Oral Tablet","SCD"
"2670","Codeine","1294356","Bromodiphenhydramine hydrochloride 2.5 MG/ML / Codeine Phosphate 2 MG/ML Oral Solution","SCD"
"2670","Codeine","996722","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet","SCD"
"2670","Codeine","996107","Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Codafed]","SBD"
"2670","Codeine","996105","Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution","SCD"
"2670","Codeine","1360416","Codeine Phosphate 30 MG/ML Prefilled Syringe","SCD"
"2670","Codeine","997289","Codeine Phosphate 30 MG/ML Injectable Solution","SCD"
"2670","Codeine","997285","Codeine Phosphate 30 MG Oral Tablet","SCD"
"2670","Codeine","997284","Codeine Phosphate 3 MG/ML Oral Solution","SCD"
"2670","Codeine","997283","Codeine Phosphate 3 MG/ML / Guaifenesin 50 MG/ML / Phenylephrine Hydrochloride 2.5 MG/ML Oral Solution","SCD"
"2670","Codeine","1424300","Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet","SCD"
"2670","Codeine","996730","Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG Oral Capsule [Nucofed]","SBD"
"2670","Codeine","996728","Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG Oral Capsule","SCD"
"2670","Codeine","1099711","Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 4 MG Oral Tablet","SCD"
"2670","Codeine","997280","Codeine Phosphate 20 MG / Ibuprofen 300 MG Extended Release Oral Tablet","SCD"
"2670","Codeine","996727","Codeine Phosphate 20 MG / Guaifenesin 400 MG Oral Tablet [Allfen CDX]","SBD"
"2670","Codeine","996652","Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution [Triafed & Codeine]","SBD"
"2670","Codeine","996710","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet","SCD"
"2670","Codeine","996654","Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution [Trifed C]","SBD"
"2670","Codeine","1099709","Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.4 MG/ML Oral Solution","SCD"
"2670","Codeine","996655","Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution","SCD"
"2670","Codeine","997401","Codeine Phosphate 2 MG/ML / Terpin hydrate 17 MG/ML Oral Solution","SCD"
"2670","Codeine","997279","Codeine Phosphate 2.5 MG/ML / Guaifenesin 25 MG/ML / Phenylephrine Hydrochloride 0.8 MG/ML Oral Solution","SCD"
"2670","Codeine","996725","Codeine Phosphate 20 MG / Guaifenesin 400 MG Oral Tablet","SCD"
"2670","Codeine","996708","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet [Maxiphen CDX]","SBD"
"2670","Codeine","996724","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxifed CD]","SBD"
"2670","Codeine","996712","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet [Ambifed-G CD]","SBD"
"2670","Codeine","996714","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet","SCD"
"2670","Codeine","996716","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Ambifed CD]","SBD"
"2670","Codeine","996718","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet","SCD"
"2670","Codeine","996720","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet [Maxifed-G CD]","SBD"
"2670","Codeine","996131","Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Gencofed Expectorant]","SBD"
"2670","Codeine","996706","Codeine Phosphate 20 MG / Guaifenesin 400 MG / Phenylephrine Hydrochloride 10 MG Oral Tablet","SCD"
"2670","Codeine","997170","Codeine sulfate 15 MG Oral Tablet","SCD"
"2670","Codeine","996117","Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Cycofed Expectorant]","SBD"
"2670","Codeine","997301","Codeine Phosphate 60 MG Oral Tablet","SCD"
"2670","Codeine","997303","Codeine Phosphate 60 MG/ML Injectable Solution","SCD"
"2670","Codeine","1360093","Codeine Phosphate 60 MG/ML Prefilled Syringe","SCD"
"2670","Codeine","996736","Codeine Phosphate 9 MG / Guaifenesin 200 MG Oral Capsule","SCD"
"2670","Codeine","1234667","Codeine Phosphate 50 MG / Diclofenac Sodium 50 MG Oral Tablet","SCD"
"2670","Codeine","997168","Codeine sulfate 15 MG Disintegrating Oral Tablet","SCD"
"2670","Codeine","996734","Codeine Phosphate 5 MG/ML Oral Solution","SCD"
"2670","Codeine","997287","Codeine sulfate 30 MG Oral Tablet","SCD"
"2670","Codeine","1297649","Codeine sulfate 6 MG/ML Oral Solution","SCD"
"2670","Codeine","997292","Codeine sulfate 60 MG Disintegrating Oral Tablet","SCD"
"2670","Codeine","997296","Codeine sulfate 60 MG Oral Tablet","SCD"
"2670","Codeine","996285","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Diabetic Tus with Codeine]","SBD"
"2670","Codeine","995868","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution","SCD"
"2670","Codeine","996738","Codeine Phosphate 9 MG / Guaifenesin 200 MG Oral Capsule [M-Clear WC]","SBD"
"2670","Codeine","996668","Codeine Phosphate 4 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution","SCD"
